Nom de la gare;Code UIC complet;Code postal;Segmentation DRG 2018;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Monéteau - Gurgy;87683557;89470;c;16274;16274;21150;21150;16139;16139.805714;17069;17069
Monsempron-Libos;87586453;47500;c;35246;35246;39031;39031;42400;42400.791792;45076;45076
Montauban-de-Bretagne;87471086;35360;b;174436;218045;169875;212344;162666;203332.949117;165515;206894
Montaut Bétharram;87672113;64800;c;246;246;361;361;180;180.0;414;414
Montbizot;87396044;72380;c;35995;35995;35712;35712;31959;31959.732804;29633;29633
Montbrison;87726448;42600;b;136654;170818;157039;196299;136029;170037.36871;160660;200826
Mont-de-Marsan;87671016;40000;b;316906;396133;317866;397333;275100;343875.11094;280991;351239
Mont-Dore;87641472;63240;c;6882;6882;6797;6797;7479;7479.604634;11683;11683
Montgeron - Crosne;87682104;91230;b;4669094;4669094;4621833;4621833;4496764;4496764.58585;4348527;4348527
Montigny-sur-Loing;87684100;77690;b;218584;218584;220429;220429;222594;222594.468289;219851;219851
Mont-Louis - La Cabanasse;87784793;66210;c;82084;82084;86734;86734;88502;88502.451612;92439;92439
Montmorillon;87575480;86500;c;32379;32379;46147;46147;46247;46247.704282;47460;47460
Mont-Notre-Dame;87171355;2220;c;1969;1969;3223;3223;5014;5014.260292;6746;6746
Montréjeau - Gourdan-Polignan;87611152;31210;b;112009;140012;158653;198316;181147;226434.122345;176929;221161
Montreuil-sur-Ille;87478032;35440;b;247309;309137;249303;311629;242254;302817.941133;243526;304407
Montrichard;87574855;41400;c;79629;79629;84078;84078;76917;76917.070324;74869;74869
Montroc le Planet;87746867;74660;c;4196;4196;3327;3327;3238;3238.5033;3052;3052
Monts;87575035;37260;b;127149;158936;126197;157747;123088;153860.750587;126767;158459
Montville;87411801;76710;b;137586;171983;140096;175120;143585;179482.046427;149546;186933
Morez;87715441;39400;c;22414;22414;27014;27014;26145;26145.64639;26514;26514
Morgny;87411439;76750;c;21282;21282;26118;26118;28912;28912.074244;33072;33072
Morlaix;87474338;29600;a;551004;688755;580379;725474;550739;688424.334925;543195;678993
Mortcerf;87116244;77163;c;109643;109643;110753;110753;109136;109136.258373;107069;107069
Morvillars;87184424;90120;c;138;138;0;0;0;0.0;0;0
Motteville;87411280;76970;c;82013;82013;83730;83730;82711;82711.902324;94628;94628
Moult - Argences;87444190;14370;c;52825;52825;54219;54219;50359;50359.06289;52358;52358
Mouy - Bury;87313577;60250;b;159977;199972;166487;208109;171839;214799.433317;171293;214117
Muhlbach-sur-Munster;87182733;68380;c;28888;28888;30407;30407;31929;31929.878178;31602;31602
Muizon;87171298;51140;c;65407;65407;77331;77331;82000;82000.645874;83049;83049
Mundolsheim;87212100;67450;c;65929;65929;68210;68210;79492;79492.897086;73530;73530
Munster;87182394;68140;b;252154;315192;276523;345654;276039;345048.75954;274483;343104
Munster Badischhof;87386540;68140;c;9959;9959;8514;8514;7684;7684.314132;11186;11186
Murat;87645481;15300;c;16401;16401;18840;18840;18669;18669.799264;21430;21430
Muret;87611038;31600;b;647461;809327;817425;1021781;844200;1055250.46323;953207;1191508
Neufchâtel-Hardelot;87317099;62152;c;9837;9837;11945;11945;11256;11256.261792;10990;10990
Neuvic;87595272;24190;c;28205;28205;34788;34788;34594;34594.886698;35120;35120
Nexon;87592725;87800;c;47463;47463;48563;48563;50427;50427.27265;48459;48459
Nézel - Aulnay;87381731;78410;c;82478;82478;81093;81093;79955;79955.606769;78824;78824
Nice Saint-Augustin;87756254;6200;b;1397161;1746451;1482063;1852579;1142175;1427719.79839;1076577;1345721
Nîmes;87775007;30000;a;3669749;6116249;4105151;6841918;3937669;6562782.79143;3794045;6323409
Niort;87485300;79000;a;1166545;1458181;1255491;1569364;1269730;1587163.10156;1234566;1543207
Niversac;87595512;24330;c;7633;7633;8215;8215;7985;7985.159992;8202;8202
Nogent-sur-Vernisson;87684274;45290;c;43458;43458;45666;45666;46067;46067.10279;44440;44440
Noirétable;87734509;42440;c;3037;3037;4416;4416;4846;4846.69737;6966;6966
Nomain;87286609;59310;c;4315;4315;5098;5098;4732;4732.456852;4678;4678
Nonant-le-Pin;87444570;61240;c;2;2;0;0;36;36.0;28;28
Novillars;87718411;25220;c;4642;4642;6307;6307;5781;5781.967894;7068;7068
Noyelles-sur-Mer;87317396;80133;c;67245;67245;73033;73033;69507;69507.215546;69462;69462
Oderen;87182634;68830;c;20875;20875;26678;26678;26481;26481.612372;26341;26341
Oissel;87411207;76350;b;343687;429609;370399;462998;344988;431235.829295;358342;447927
Ondres;87673319;40440;c;8719;8719;8701;8701;6185;6185.63224;7220;7220
Onville;87192435;54890;c;5740;5740;8123;8123;8982;8982.094494;11298;11298
Onzain - Chaumont-sur-Loire;87574319;41150;b;204359;255449;230640;288300;226387;282984.965835;225555;281944
Orange;87765107;84100;b;378570;473212;462681;578352;413419;516774.470377;416136;520170
Orléans;87543009;45000;a;3436479;4295598;3680857;4601071;3407093;4258867.43624;3557414;4446767
Orly Ville;87546200;94310;b;1826175;1826175;1846200;1846200;1837932;1837932.58308;1816982;1816982
Ossès - Saint-Martin-d'Arrossa;87673707;64780;c;1979;1979;2775;2775;2757;2757.066662;1303;1303
Oullins;87722207;69600;c;146425;146425;165780;165780;136158;136158.214152;129690;129690
Paimpol;87473868;22500;c;59474;59474;52887;52887;42884;42884.504282;50181;50181
Paris Est;87113001;75010;a;37831139;47757131;37502860;47342720;35367372;44646930.5639;34919689;44081786
Paris Gare de Lyon;87686006;75012;a;109939569;130031664;111796941;132960956;108289244;128748430.202;107454361;128396929
Paris Gare du Nord;87271007;75010;a;249978244;277300314;251397192;279352628;242958012;269159581.326;237432718;262843175
Peillon - Sainte-Thècle;87756783;6440;c;8759;8759;9552;9552;7515;7515.85273405;6977;6977
Périgueux Saint-Georges;87595504;24019;c;731;731;1689;1689;1049;1049.64;1348;1348
Pérols-sur-Vézère;87592170;19170;c;195;195;170;170;104;104.0;221;221
Pessac;87581751;33600;b;830270;1037838;787789;984737;701988;877485.48077;745359;931699
Petit-Réderching;87193797;57410;;1622;1622;1282;1282;1586;1586.5;2393;2393
Pierre-Buffière;87592253;87260;c;17974;17974;18866;18866;20189;20189.329412;14953;14953
Pierrefitte - Stains;87271163;93380;b;10175307;10175307;10311271;10311271;8669499;8669499.08093;8580947;8580947
Pihen;87316679;62340;c;1461;1461;1554;1554;2547;2547.187878;2366;2366
Plancoët;87473272;22130;c;11125;11125;16243;16243;18095;18095.780792;18489;18489
Plouaret Trégor;87473181;22420;c;108058;108058;126466;126466;125498;125498.0269;134336;134336
Plounérin;87473199;22780;c;888;888;817;817;588;588.5;620;620
Pointe de Grave;87581397;33780;c;1161;1161;877;877;832;832.0;534;534
Poitiers;87575001;86000;a;3010346;4239924;3189495;4492246;2933905;4132261.95502;3058508;4307757
Pont de Lignon;87726786;43430;c;796;796;54;54;174;174.0;302;302
Pont du Garigliano - Hôpital Européen Georges Pompidou;87393322;75015;b;2781983;2781983;2929009;2929009;3048432;3048432.58525;3118530;3118530
Pont-à-Vendin;87345264;62880;c;74389;74389;80989;80989;71944;71944.53472;69868;69868
Pontchaillou;87471391;35033;b;238854;298567;232582;290728;209053;261316.81212;218345;272932
Pont-d'Ain;87743120;1160;c;21678;21678;26249;26249;24673;24673.837998;24354;24354
Pont-du-Casse;87586404;47480;c;573;573;451;451;292;292.2;237;237
Pontgibaud;87641316;63230;c;417;417;398;398;140;140.0;292;292
Ponthierry - Pringy;87682526;77310;b;631065;631065;597224;597224;553944;553944.657998;511417;511417
Pont-Sainte-Maxence;87276329;60700;b;779736;974670;842384;1052981;822315;1027894.41408;836052;1045065
Pont-sur-Yonne;87683136;89140;b;84924;106156;102634;128293;103470;129337.84125;118693;148366
Port-de-Piles;87575076;37000;c;33146;33146;38060;38060;38778;38778.966158;36072;36072
Portets;87582718;33640;c;101476;101476;91047;91047;80217;80217.062634;80757;80757
Port-Sainte-Marie;87586107;47130;c;34778;34778;41324;41324;40541;40541.39688;49159;49159
Pouzauges;87487314;85700;c;737;737;678;678;488;488.0;596;596
Provenchères-sur-Fave;87144345;88490;c;2374;2374;4339;4339;4460;4460.6;5463;5463
Pruniers;87576199;41200;c;5893;5893;6212;6212;7031;7031.537074;6279;6279
Quédillac;87473058;35290;c;14362;14362;10624;10624;7876;7876.886634;9223;9223
Quillan;87615260;11500;c;9141;9141;10240;10240;9974;9974.032258;12199;12199
Quimper;87474098;29000;a;951271;1189089;949964;1187455;880602;1100752.58114;918186;1147732
Raedersheim;87182717;68190;c;46533;46533;48062;48062;45192;45192.712312;43876;43876
Ranchot;87718338;39700;c;54018;54018;64734;64734;67180;67180.049886;64787;64787
Ranguin;87757732;6400;c;58424;58424;22586;22586;60102;60102.1419617;62154;62154
Reignier;87746511;74930;c;30905;30905;50371;50371;45608;45608.071006;44274;44274
Remise à Jorelle;87988709;93140;b;531382;531382;580046;580046;622868;622868.700432;666150;666150
Retournac;87734749;43130;c;40933;40933;28972;28972;39124;39124.165786;40724;40724
Reuilly;87597039;36260;c;18355;18355;18483;18483;18211;18211.783444;20358;20358
Ribeauvillé;87182279;68150;c;6252;6252;15555;15555;20455;20455.24461;21939;21939
Ribécourt;87276766;60170;b;91803;114754;99963;124954;97580;121975.026833;102379;127973
Rivarennes;87571653;37190;c;19409;19409;18529;18529;18089;18089.271886;17120;17120
Roche-lez-Beaupré;87718403;25220;c;6756;6756;7336;7336;6608;6608.3;6423;6423
Rognac;87753251;13340;b;205256;256571;229253;286566;222997;278746.744239;240424;300530
Rolleville;87413740;76133;c;1263;1263;1980;1980;1795;1795.7;910;910
Romorantin Blanc Argent;87576025;41200;c;95950;95950;87617;87617;85635;85635.991158;91970;91970
Roppenheim;87212415;67930;c;10372;10372;12334;12334;14099;14099.83573;15631;15631
Rosières;87313460;80170;b;103309;129136;111380;139225;119012;148765.72715;124958;156198
Rosny Bois Perrier;87113696;93110;b;6437012;6437012;6491868;6491868;6464430;6464430.94;6340945;6340945
Rosny-sur-Seine;87415885;78710;b;109198;109198;100967;100967;89526;89526.7;79428;79428
Rosporden;87474155;29140;b;141427;176783;159285;199107;152470;190587.73605;150292;187865
Rosult;87286567;59230;c;63529;63529;67731;67731;61394;61394.359718;64914;64914
Rungis la Fraternelle;87546291;94150;b;774587;774587;808269;808269;784957;784957.23127;795898;795898
Saales;87214783;67420;c;33627;33627;34911;34911;31977;31977.659258;31968;31968
Saillagouse;87784835;66800;c;1514;1514;1487;1487;1368;1368.0;1847;1847
Saint-Aigulin - La Roche-Chalais;87584540;17360;c;13155;13155;10372;10372;10736;10736.433126;11140;11140
Saint-Amand-Montrond - Orval;87576322;18200;c;47585;47585;56650;56650;54625;54625.91912;59638;59638
Saint-Armel;87471318;35230;c;2828;2828;1909;1909;7797;7797.261788;12016;12016
Saint-Aulaire;87594622;19130;c;923;923;858;858;344;344.958064;333;333
Saint-Césaire;87775072;30900;c;12823;12823;14749;14749;9770;9770.388388;10413;10413
Saint-Chély-d'Apcher;87783241;48200;c;37726;37726;33932;33932;36039;36039.329032;36898;36898
Saint-Clair - Les Roches;87722652;38370;b;491215;614019;500457;625571;448046;560057.960435;430657;538322
Saint-Clément - Laronxe;87141374;54950;c;24874;24874;25189;25189;27597;27597.356466;33290;33290
Saint-Dié-des-Vosges;87144014;88100;b;330696;413370;377920;472400;383617;479521.323595;405652;507065
Sainte-Anne;87476648;56400;c;11792;11792;6836;6836;6347;6347.803276;6824;6824
Sainte-Gauburge;87444604;61370;c;3617;3617;3826;3826;4134;4134.120186;3578;3578
Sainte-Menehould;87174870;51800;c;459;459;595;595;1039;1039.16;1283;1283
Saint-Émilion;87584102;33330;c;89643;89643;80917;80917;58029;58029.605874;52982;52982
Saint-Étienne Bellevue;87726190;42000;b;112336;140420;125617;157021;121962;152453.221195;139963;174954
Saint-Flour - Chaudes-Aigues;87783175;15100;c;21879;21879;23882;23882;24011;24011.036738;31195;31195
Saint-Georges-de-Reneins;87721340;69830;c;57702;57702;59201;59201;60094;60094.876148;63468;63468
Saint-Germain-des-Fossés;87732206;3260;b;111599;139499;127498;159373;127026;158783.382315;126217;157771
Saint-Germain-du-Puy;87576405;18390;c;6800;6800;7902;7902;8079;8079.380366;9138;9138
Saint-Germain-les-Belles;87592287;87380;c;13497;13497;13004;13004;13592;13592.821974;14775;14775
Saint-Gilles-Croix-de-Vie;87486571;85800;c;99438;99438;105626;105626;93217;93217.897122;61724;61724
Saint-Hilaire - Brizambourg;87491324;17500;c;306;306;316;316;519;519.0;378;378
Saint-Hilaire-au-Temple;87174441;51400;c;230;230;345;345;391;391.3;857;857
Saint-Jacques-de-la-Lande;87471052;35136;c;5255;5255;7918;7918;9182;9182.28812;12966;12966
Saint-Jean-de-Maurienne Arvan;87742320;73300;b;282650;353312;317755;397194;307492;384365.677165;317461;396826
Saint-Jean-de-Verges;87611624;9000;c;2218;2218;3120;3120;2132;2132.54;2413;2413
Saint-Julien - Clénay;87713834;21490;c;28038;28038;28595;28595;28223;28223.55539;29962;29962
Saint-Just-en-Chaussée;87313270;60130;b;511473;639341;538917;673646;535839;669799.266217;534584;668230
Saint-Léon-sur-l'Isle;87595264;24110;c;15292;15292;16445;16445;15771;15771.063688;16999;16999
Saint-Leu-d'Esserent;87276402;60340;c;118327;118327;127725;127725;123248;123248.869835;127750;127750
Saint-Leu-la-Forêt;87276600;95320;b;2395427;2395427;2343136;2343136;2270784;2270784.51758;2198526;2198526
Saint-Lô;87447003;50000;b;186638;233298;212049;265061;206774;258468.332982;219298;274123
Saint-Lothain;87718197;39230;c;4255;4255;4490;4490;5279;5279.635124;4154;4154
Saint-Macaire;87582825;33490;c;13681;13681;12037;12037;11496;11496.537126;10543;10543
Saint-Marcel;87751701;13720;c;20576;20576;24478;24478;19709;19709.051958;15702;15702
Saint-Mariens - Saint-Yzan;87491209;33620;b;133983;167479;127040;158800;116995;146244.297815;115857;144821
Saint-Martin du Touch;87353599;31000;c;7464;7464;8436;8436;7654;7654.325162;8637;8637
Saint-Martin-d'Oney;87671495;40090;c;41402;41402;39972;39972;37447;37447.400156;35243;35243
Saint-Nom-la-Bretèche Forêt de Marly;87382481;78620;b;3622115;3622115;2232171;2232171;1389478;1389478.04;1378848;1378848
Saint-Ouen-l'Aumône Liesse;87337980;95310;b;1981613;1981613;1838982;1838982;2027554;2027554.31722;1868201;1868201
Saint-Patrice;87571810;37130;c;9915;9915;8345;8345;8360;8360.102604;8861;8861
Saint-Pierre-de-Chignac;87595520;24330;c;588;588;393;393;42;42.0;28;28
Saint-Pol-de-Léon;87474569;29250;c;11471;11471;14305;14305;13486;13486.504726;12652;12652
Saint-Priest;87723353;69800;b;129393;161741;127097;158872;113719;142149.889018;124128;155160
Saint-Rambert-d'Albon;87761106;26140;b;271816;339771;296022;370028;287389;359236.448775;283897;354871
Saint-Rambert-en-Bugey;87743740;1230;c;12328;12328;13544;13544;10630;10630.176032;13167;13167
Saint-Remy-en-l'Eau;87313288;60130;c;92;92;311;311;206;206.0;632;632
Saint-Rome-de-Cernon;87783431;12490;c;1755;1755;2114;2114;1974;1974.0;2808;2808
Saint-Saturnin-lès-Avignon;87765438;84450;c;16523;16523;16460;16460;13198;13198.9959063;19959;19959
Saint-Sulpice-Laurière;87592345;87370;c;33281;33281;39036;39036;46898;46898.194188;48585;48585
Saint-Vincent-de-Tyrosse;87673277;40230;b;145525;181906;160134;200167;137194;171492.681578;140132;175165
Sannois;87276188;95110;b;3660733;3660733;3523862;3523862;3384872;3384872.44094;3257709;3257709
Sarlat;87595827;24200;c;47917;47917;52745;52745;49368;49368.187826;54155;54155
Sarliève - Cournon;87734152;63800;c;31825;31825;37747;37747;32533;32533.166352;38706;38706
Sarrance;87672766;64490;c;997;997;1262;1262;717;717.7;61;61
Sartrouville;87386417;78500;b;11680197;11680197;11795222;11795222;11687774;11687774.95;11523782;11523782
Saubusse;87673251;40180;c;4991;4991;6188;6188;3252;3252.1;3875;3875
Saulon;87713628;21910;c;10578;10578;12828;12828;12051;12051.274286;11223;11223
Saulxures;87214759;67420;c;2215;2215;2777;2777;2830;2830.2132;3010;3010
Savigny-sur-Orge;87545236;91600;b;8086690;8086690;7998447;7998447;7737440;7737440.14335;7463333;7463333
Savy-Berlette;87342253;62690;c;29081;29081;35026;35026;38536;38536.099404;36355;36355
Sedan;87172254;8200;b;265254;331568;304460;380575;310422;388028.310683;327997;409997
Sées;87444695;61500;c;77622;77622;89164;89164;85925;85925.599574;92300;92300
Sept-Saulx;87171645;51400;c;5180;5180;5836;5836;6022;6022.967944;6499;6499
Sermizelles - Vézelay;87683722;89200;c;8118;8118;9638;9638;8413;8413.0;9030;9030
Servoz;87746719;74310;c;13163;13163;12565;12565;10376;10376.132394;11302;11302
Seugy;87272039;95270;c;56226;56226;58733;58733;54261;54261.9608411;53698;53698
Sévérac-le-Château;87783365;12150;c;21689;21689;26077;26077;22313;22313.9193;20906;20906
Sierentz;87182105;68510;b;262395;327994;256528;320660;256706;320883.201762;251559;314449
Sin-le-Noble;87345405;59450;c;60850;60850;65263;65263;59406;59406.574996;59507;59507
Siorac-en-Périgord;87595769;24170;c;6216;6216;6936;6936;6222;6222.219964;6911;6911
Solliès-Pont;87755330;83210;c;60727;60727;67826;67826;55357;55357.0204906;50325;50325
Sous le Bois;87295543;59600;c;374;374;334;334;496;496.1;715;715
Suippes;87174821;51600;c;912;912;1334;1334;2127;2127.06397;2258;2258
Surdon;87444562;61570;c;56612;56612;63283;63283;65125;65125.76451;55804;55804
Tagolsheim;87181057;68720;c;2312;2312;3819;3819;4582;4582.971624;3377;3377
Tende;87756882;6430;c;18199;18199;26052;26052;26822;26822.5460246;24345;24345
Thann;87182568;68800;b;163921;204901;166720;208400;162257;202822.220835;170131;212664
Theillay;87543199;41300;c;12958;12958;15058;15058;19187;19187.35618;20697;20697
Thézy-Glimont;87316125;80110;c;12411;12411;13471;13471;15907;15907.344304;18617;18617
Thiaville;87141432;54519;c;2262;2262;3181;3181;1957;1957.2;1724;1724
Thonon-les-Bains;87745646;74200;b;411424;514280;503268;629085;479575;599469.14155;487033;608791
Tillières-sur-Avre;87393587;27570;c;0;0;0;0;43;43.0;129;129
Toulouse Matabiau;87611004;31500;a;8712234;13403438;10309397;15860611;9539321;14675879.1415;10010314;15400484
Tourcoing;87286542;59200;b;731606;914508;1048189;1310236;840616;1050770.36151;169429;211786
Tournemire - Roquefort;87783456;12250;c;482;482;499;499;542;542.9;548;548
Tournus;87725622;71700;b;238990;298738;264609;330762;244230;305288.265843;276964;346205
Trémolat;87584474;24510;c;3224;3224;4480;4480;4644;4644.499986;4761;4761
Tressin;87286740;59152;c;1;1;45;45;6;6.0;627;627
Trie-Château;87381236;60590;c;38352;38352;52989;52989;55435;55435.107348;56100;56100
Trouville - Deauville;87444372;14360;a;666054;832567;775823;969779;734865;918581.963107;762553;953191
